,response_id,gispropnum,collected_date,time_of_day,group,location,ground_syringes,kiosk_syringes,total_syringes,precinct,borough,district,property_type,kiosk_site,latitude,longitude
34,M-001244,M037,2021-11-04,AM,Parks,Highbridge Park,22.0,,22.0,34.0,Manhattan,M-12A,PLGD,True,40.84649764077546,-73.93046413518206
35,M-001235,M037,2021-11-03,AM,Parks,Highbridge Park,50.0,,50.0,34.0,Manhattan,M-12A,PLGD,True,40.84649764077546,-73.93046413518206
36,M-001227,M037,2021-11-02,AM,Parks,Highbridge Park,54.0,,54.0,34.0,Manhattan,M-12A,PLGD,True,40.84649764077546,-73.93046413518206
37,M-001219,M037,2021-11-01,AM,Parks,Highbridge Park,10.0,,10.0,34.0,Manhattan,M-12A,PLGD,True,40.84649764077546,-73.93046413518206
38,M-001212,M037,2021-10-31,AM,Parks,Highbridge Park,7.0,,7.0,34.0,Manhattan,M-12A,PLGD,True,40.84649764077546,-73.93046413518206
39,M-001205,M037,2021-10-30,AM,Parks,Highbridge Park,10.0,,10.0,34.0,Manhattan,M-12A,PLGD,True,40.84649764077546,-73.93046413518206
40,M-001199,M037,2021-10-29,AM,Parks,Highbridge Park,22.0,,22.0,34.0,Manhattan,M-12A,PLGD,True,40.84649764077546,-73.93046413518206
41,M-000881,M037,2021-09-17,AM,Parks,Highbridge Park,6.0,,6.0,34.0,Manhattan,M-12A,PLGD,True,40.84649764077546,-73.93046413518206
42,M-000872,M037,2021-09-15,AM,Parks,Highbridge Park,2.0,,2.0,34.0,Manhattan,M-12A,PLGD,True,40.84649764077546,-73.93046413518206
43,M-000868,M037,2021-09-14,AM,Parks,Highbridge Park,4.0,,4.0,34.0,Manhattan,M-12A,PLGD,True,40.84649764077546,-73.93046413518206
44,M-000866,M037,2021-09-13,PM,Parks,Highbridge Park,9.0,,9.0,34.0,Manhattan,M-12A,PLGD,True,40.84649764077546,-73.93046413518206
45,M-000863,M037,2021-09-13,AM,Parks,Highbridge Park,19.0,,19.0,34.0,Manhattan,M-12A,PLGD,True,40.84649764077546,-73.93046413518206
46,M-000859,M037,2021-09-12,AM,Parks,Highbridge Park,6.0,,6.0,34.0,Manhattan,M-12A,PLGD,True,40.84649764077546,-73.93046413518206
47,M-000843,M037,2021-09-10,AM,Parks,Highbridge Park,3.0,,3.0,34.0,Manhattan,M-12A,PLGD,True,40.84649764077546,-73.93046413518206
48,M-000836,M037,2021-09-08,AM,Parks,Highbridge Park,7.0,,7.0,34.0,Manhattan,M-12A,PLGD,True,40.84649764077546,-73.93046413518206
49,M-000833,M037,2021-09-07,AM,Parks,Highbridge Park,7.0,,7.0,34.0,Manhattan,M-12A,PLGD,True,40.84649764077546,-73.93046413518206
50,M-000786,M037,2021-08-20,AM,Parks,Highbridge Park,7.0,,7.0,34.0,Manhattan,M-12A,PLGD,True,40.84649764077546,-73.93046413518206
51,M-000824,M037,2021-09-05,AM,Parks,Highbridge Park,4.0,,4.0,34.0,Manhattan,M-12A,PLGD,True,40.84649764077546,-73.93046413518206
52,M-000782,M037,2021-08-19,AM,Parks,Highbridge Park,8.0,,8.0,34.0,Manhattan,M-12A,PLGD,True,40.84649764077546,-73.93046413518206
53,M-000776,M037,2021-08-18,AM,BBP,Highbridge Park,6.0,,6.0,34.0,Manhattan,M-12A,PLGD,True,40.84649764077546,-73.93046413518206
54,M-000771,M037,2021-08-17,AM,BBP,Highbridge Park,6.0,,6.0,34.0,Manhattan,M-12A,PLGD,True,40.84649764077546,-73.93046413518206
55,M-000768,M037,2021-08-16,AM,Parks,Highbridge Park,5.0,,5.0,34.0,Manhattan,M-12A,PLGD,True,40.84649764077546,-73.93046413518206
56,M-000762,M037,2021-08-15,AM,Parks,Highbridge Park,6.0,,6.0,34.0,Manhattan,M-12A,PLGD,True,40.84649764077546,-73.93046413518206
57,M-000677,M037,2021-08-12,AM,Parks,Highbridge Park,6.0,,6.0,34.0,Manhattan,M-12A,PLGD,True,40.84649764077546,-73.93046413518206
58,M-000680,M037,2021-08-13,PM,Parks,Highbridge Park,3.0,,3.0,34.0,Manhattan,M-12A,PLGD,True,40.84649764077546,-73.93046413518206
59,M-000622,M037,2021-08-01,AM,Parks,Highbridge Park,4.0,,4.0,34.0,Manhattan,M-12A,PLGD,True,40.84649764077546,-73.93046413518206
60,M-000625,M037,2021-08-02,AM,Parks,Highbridge Park,3.0,,3.0,34.0,Manhattan,M-12A,PLGD,True,40.84649764077546,-73.93046413518206
61,M-000639,M037,2021-08-06,AM,Parks,Highbridge Park,5.0,,5.0,34.0,Manhattan,M-12A,PLGD,True,40.84649764077546,-73.93046413518206
62,M-000636,M037,2021-08-04,PM,BBP,Highbridge Park,2.0,,2.0,34.0,Manhattan,M-12A,PLGD,True,40.84649764077546,-73.93046413518206
63,M-000630,M037,2021-08-03,AM,BBP,Highbridge Park,6.0,,6.0,34.0,Manhattan,M-12A,PLGD,True,40.84649764077546,-73.93046413518206
64,M-000673,M037,2021-08-11,PM,Parks,Highbridge Park,7.0,,7.0,34.0,Manhattan,M-12A,PLGD,True,40.84649764077546,-73.93046413518206
65,M-000670,M037,2021-08-11,AM,BBP,Highbridge Park,6.0,,6.0,34.0,Manhattan,M-12A,PLGD,True,40.84649764077546,-73.93046413518206
66,M-000667,M037,2021-08-10,AM,BBP,Highbridge Park,5.0,,5.0,34.0,Manhattan,M-12A,PLGD,True,40.84649764077546,-73.93046413518206
67,M-004549,M037,2022-10-08,AM,Parks,Highbridge Park,15.0,,15.0,34.0,Manhattan,M-12A,PLGD,True,40.84649764077546,-73.93046413518206
68,M-004539,M037,2022-10-07,AM,Parks,Highbridge Park,10.0,,10.0,34.0,Manhattan,M-12A,PLGD,True,40.84649764077546,-73.93046413518206
69,M-004530,M037,2022-10-06,AM,Parks,Highbridge Park,2.0,,2.0,34.0,Manhattan,M-12A,PLGD,True,40.84649764077546,-73.93046413518206
70,M-004523,M037,2022-10-05,AM,Parks,Highbridge Park,4.0,,4.0,34.0,Manhattan,M-12A,PLGD,True,40.84649764077546,-73.93046413518206
71,M-004516,M037,2022-10-04,AM,Parks,Highbridge Park,6.0,,6.0,34.0,Manhattan,M-12A,PLGD,True,40.84649764077546,-73.93046413518206
72,M-004400,M037,2022-09-26,AM,Parks,Highbridge Park,15.0,,15.0,34.0,Manhattan,M-12A,PLGD,True,40.84649764077546,-73.93046413518206
73,M-004507,M037,2022-10-03,AM,Parks,Highbridge Park,5.0,,5.0,34.0,Manhattan,M-12A,PLGD,True,40.84649764077546,-73.93046413518206
74,M-004497,M037,2022-10-02,AM,Parks,Highbridge Park,3.0,,3.0,34.0,Manhattan,M-12A,PLGD,True,40.84649764077546,-73.93046413518206
75,M-005656,M037,2023-02-01,AM,Parks,Highbridge Park,9.0,,9.0,34.0,Manhattan,M-12A,PLGD,True,40.84649764077546,-73.93046413518206
76,M-005645,M037,2023-01-31,AM,Parks,Highbridge Park,7.0,,7.0,34.0,Manhattan,M-12A,PLGD,True,40.84649764077546,-73.93046413518206
77,M-005629,M037,2023-01-30,AM,Parks,Highbridge Park,5.0,,5.0,34.0,Manhattan,M-12A,PLGD,True,40.84649764077546,-73.93046413518206
78,M-005675,M037,2023-02-03,AM,Parks,Highbridge Park,10.0,,10.0,34.0,Manhattan,M-12A,PLGD,True,40.84649764077546,-73.93046413518206
79,M-005665,M037,2023-02-02,AM,Parks,Highbridge Park,8.0,,8.0,34.0,Manhattan,M-12A,PLGD,True,40.84649764077546,-73.93046413518206
80,M-005619,M037,2023-01-29,AM,Parks,Highbridge Park,3.0,,3.0,34.0,Manhattan,M-12A,PLGD,True,40.84649764077546,-73.93046413518206
81,M-005602,M037,2023-01-27,AM,Parks,Highbridge Park,5.0,,5.0,34.0,Manhattan,M-12A,PLGD,True,40.84649764077546,-73.93046413518206
82,M-005610,M037,2023-01-28,AM,Parks,Highbridge Park,8.0,,8.0,34.0,Manhattan,M-12A,PLGD,True,40.84649764077546,-73.93046413518206
83,M-005592,M037,2023-01-26,AM,Parks,Highbridge Park,8.0,,8.0,34.0,Manhattan,M-12A,PLGD,True,40.84649764077546,-73.93046413518206
84,M-005582,M037,2023-01-25,AM,Parks,Highbridge Park,5.0,,5.0,34.0,Manhattan,M-12A,PLGD,True,40.84649764077546,-73.93046413518206
85,M-005548,M037,2023-01-21,AM,Parks,Highbridge Park,10.0,,10.0,34.0,Manhattan,M-12A,PLGD,True,40.84649764077546,-73.93046413518206
86,M-005557,M037,2023-01-22,AM,Parks,Highbridge Park,4.0,,4.0,34.0,Manhattan,M-12A,PLGD,True,40.84649764077546,-73.93046413518206
87,M-005573,M037,2023-01-24,AM,Parks,Highbridge Park,3.0,,3.0,34.0,Manhattan,M-12A,PLGD,True,40.84649764077546,-73.93046413518206
88,M-005565,M037,2023-01-23,AM,Parks,Highbridge Park,2.0,,2.0,34.0,Manhattan,M-12A,PLGD,True,40.84649764077546,-73.93046413518206
89,M-005539,M037,2023-01-20,AM,Parks,Highbridge Park,6.0,,6.0,34.0,Manhattan,M-12A,PLGD,True,40.84649764077546,-73.93046413518206
90,M-005530,M037,2023-01-19,AM,Parks,Highbridge Park,7.0,,7.0,34.0,Manhattan,M-12A,PLGD,True,40.84649764077546,-73.93046413518206
91,M-005521,M037,2023-01-18,AM,Parks,Highbridge Park,4.0,,4.0,34.0,Manhattan,M-12A,PLGD,True,40.84649764077546,-73.93046413518206
92,M-005501,M037,2023-01-16,AM,Parks,Highbridge Park,2.0,,2.0,34.0,Manhattan,M-12A,PLGD,True,40.84649764077546,-73.93046413518206
93,M-005489,M037,2023-01-15,AM,Parks,Highbridge Park,3.0,,3.0,34.0,Manhattan,M-12A,PLGD,True,40.84649764077546,-73.93046413518206
94,M-005356,M037,2023-01-01,AM,Parks,Highbridge Park,6.0,,6.0,34.0,Manhattan,M-12A,PLGD,True,40.84649764077546,-73.93046413518206
95,M-005365,M037,2023-01-02,AM,Parks,Highbridge Park,7.0,,7.0,34.0,Manhattan,M-12A,PLGD,True,40.84649764077546,-73.93046413518206
96,M-005385,M037,2023-01-04,AM,Parks,Highbridge Park,10.0,,10.0,34.0,Manhattan,M-12A,PLGD,True,40.84649764077546,-73.93046413518206
97,M-005394,M037,2023-01-05,AM,Parks,Highbridge Park,13.0,,13.0,34.0,Manhattan,M-12A,PLGD,True,40.84649764077546,-73.93046413518206
98,M-005403,M037,2023-01-06,AM,Parks,Highbridge Park,11.0,,11.0,34.0,Manhattan,M-12A,PLGD,True,40.84649764077546,-73.93046413518206
99,M-005345,M037,2022-12-31,AM,Parks,Highbridge Park,11.0,,11.0,34.0,Manhattan,M-12A,PLGD,True,40.84649764077546,-73.93046413518206
100,M-001513,M037,2021-12-01,AM,Parks,Highbridge Park,40.0,,40.0,2.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
101,M-001529,M037,2021-12-05,AM,Parks,Highbridge Park,40.0,,40.0,2.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
102,M-001538,M037,2021-12-05,AM,Parks,Highbridge Park,32.0,,32.0,2.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
103,M-001548,M037,2021-12-04,AM,Parks,Highbridge Park,42.0,,42.0,2.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
104,M-001561,M037,2021-12-05,AM,Parks,Highbridge Park,10.0,,10.0,2.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
105,M-001570,M037,2021-12-06,AM,Parks,Highbridge Park,35.0,,35.0,2.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
106,M-001579,M037,2021-12-07,AM,Parks,Highbridge Park,40.0,,40.0,2.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
107,M-001588,M037,2021-12-08,AM,Parks,Highbridge Park,65.0,,65.0,2.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
108,M-001613,M037,2021-12-10,AM,Parks,Highbridge Park,85.0,,85.0,2.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
109,M-001604,M037,2021-12-09,AM,Parks,Highbridge Park,70.0,,70.0,2.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
110,M-001625,M037,2021-12-11,AM,Parks,Highbridge Park,90.0,,90.0,2.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
111,M-001634,M037,2021-12-12,AM,Parks,Highbridge Park,20.0,,20.0,2.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
112,M-001643,M037,2021-12-13,AM,Parks,Highbridge Park,70.0,,70.0,2.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
113,M-001664,M037,2021-12-14,AM,Parks,Highbridge Park,25.0,,25.0,2.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
114,M-001673,M037,2021-12-15,AM,Parks,Highbridge Park,10.0,,10.0,2.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
115,M-001710,M037,2021-12-18,AM,Parks,Highbridge Park,24.0,,24.0,2.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
116,M-001701,M037,2021-12-17,AM,Parks,Highbridge Park,20.0,,20.0,2.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
117,M-001685,M037,2021-12-16,AM,Parks,Highbridge Park,15.0,,15.0,2.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
118,M-003656,M037,2022-07-08,AM,Parks,Highbridge Park,35.0,,35.0,2.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
119,M-003665,M037,2022-07-09,AM,Parks,Highbridge Park,42.0,,42.0,2.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
120,M-003674,M037,2022-07-10,AM,Parks,Highbridge Park,50.0,,50.0,2.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
121,M-003683,M037,2022-07-11,AM,Parks,Highbridge Park,48.0,,48.0,2.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
122,M-003692,M037,2022-07-12,AM,Parks,Highbridge Park,60.0,,60.0,2.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
123,M-003699,M037,2022-07-13,AM,Parks,Highbridge Park,35.0,,35.0,2.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
124,M-003584,M037,2022-06-30,AM,Parks,Highbridge Park,35.0,,35.0,2.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
125,M-003592,M037,2022-07-01,AM,Parks,Highbridge Park,50.0,,50.0,2.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
126,M-003600,M037,2022-07-02,AM,Parks,Highbridge Park,62.0,,62.0,2.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
127,M-003609,M037,2022-07-03,AM,Parks,Highbridge Park,60.0,,60.0,2.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
128,M-003618,M037,2022-07-04,AM,Parks,Highbridge Park,75.0,,75.0,2.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
129,M-003627,M037,2022-07-05,AM,Parks,Highbridge Park,55.0,,55.0,2.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
130,M-003636,M037,2022-07-06,AM,Parks,Highbridge Park,35.0,,35.0,2.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
131,M-003520,M037,2022-06-23,AM,Parks,Highbridge Park,26.0,,26.0,2.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
132,M-004252,M037,2022-09-05,AM,Parks,Highbridge Park,42.0,,42.0,2.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
133,M-004261,M037,2022-09-06,AM,Parks,Highbridge Park,54.0,,54.0,2.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
134,M-004270,M037,2022-09-07,AM,Parks,Highbridge Park,37.0,,37.0,2.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
135,M-004063,M037,2022-08-19,AM,Parks,Highbridge Park,45.0,,45.0,2.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
136,M-004080,M037,2022-08-20,AM,Parks,Highbridge Park,75.0,,75.0,2.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
137,M-004098,M037,2022-08-22,AM,Parks,Highbridge Park,52.0,,52.0,2.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
138,M-004089,M037,2022-08-21,AM,Parks,Highbridge Park,65.0,,65.0,2.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
139,M-004107,M037,2022-08-23,AM,Parks,Highbridge Park,46.0,,46.0,2.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
140,M-004115,M037,2022-08-24,AM,Parks,Highbridge Park,50.0,,50.0,2.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
141,M-003988,M037,2022-08-12,AM,Parks,Highbridge Park,75.0,,75.0,2.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
142,M-003996,M037,2022-08-13,AM,Parks,Highbridge Park,82.0,,82.0,2.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
143,M-004011,M037,2022-08-14,AM,Parks,Highbridge Park,5.0,,5.0,2.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
144,M-004020,M037,2022-08-15,AM,Parks,Highbridge Park,10.0,,10.0,2.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
145,M-004051,M037,2022-08-18,AM,Parks,Highbridge Park,58.0,,58.0,2.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
146,M-004042,M037,2022-08-17,AM,Parks,Highbridge Park,9.0,,9.0,2.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
147,M-004029,M037,2022-08-16,AM,Parks,Highbridge Park,10.0,,10.0,2.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
148,M-003924,M037,2022-08-06,AM,Parks,Highbridge Park,56.0,,56.0,2.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
149,M-003915,M037,2022-08-05,AM,Parks,Highbridge Park,49.0,,49.0,2.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
150,M-003933,M037,2022-08-07,AM,Parks,Highbridge Park,65.0,,65.0,2.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
151,M-003941,M037,2022-08-08,AM,Parks,Highbridge Park,50.0,,50.0,2.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
152,M-003959,M037,2022-08-10,AM,Parks,Highbridge Park,49.0,,49.0,2.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
153,M-003950,M037,2022-08-09,AM,Parks,Highbridge Park,50.0,,50.0,2.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
154,M-003968,M037,2022-08-11,AM,Parks,Highbridge Park,60.0,,60.0,2.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
155,M-004448,M037,2022-09-28,AM,Parks,Highbridge Park,11.0,,11.0,2.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
156,M-004458,M037,2022-09-29,AM,Parks,Highbridge Park,13.0,,13.0,2.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
157,M-003870,M037,2022-08-01,AM,Parks,Highbridge Park,60.0,,60.0,2.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
158,M-003896,M037,2022-08-04,AM,Parks,Highbridge Park,64.0,,64.0,2.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
159,M-003887,M037,2022-08-03,AM,Parks,Highbridge Park,48.0,,48.0,2.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
160,M-003879,M037,2022-08-02,AM,Parks,Highbridge Park,52.0,,52.0,2.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
161,M-005754,M037,2023-02-13,AM,Parks,Highbridge Park,12.0,,12.0,2.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
162,M-004764,M037,2022-10-31,AM,Parks,Highbridge Park,35.0,,35.0,2.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
163,M-005763,M037,2023-02-14,AM,Parks,Highbridge Park,10.0,,10.0,2.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
164,M-002086,M037,2022-01-20,AM,Parks,Highbridge Park,4.0,,4.0,33.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
165,M-002078,M037,2022-01-24,AM,Parks,Highbridge Park,5.0,,5.0,33.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
166,M-002071,M037,2022-01-23,AM,Parks,Highbridge Park,15.0,,15.0,33.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
167,M-002066,M037,2022-01-22,AM,Parks,Highbridge Park,1.0,,1.0,33.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
168,M-002044,M037,2022-01-19,AM,Parks,Highbridge Park,2.0,,2.0,33.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
169,M-002024,M037,2022-01-16,AM,Parks,Highbridge Park,1.0,,1.0,33.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
170,M-002036,M037,2022-01-18,AM,Parks,Highbridge Park,3.0,,3.0,33.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
171,M-002031,M037,2022-01-17,AM,Parks,Highbridge Park,2.0,,2.0,33.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
172,M-001988,M037,2022-01-14,AM,Parks,Highbridge Park,2.0,,2.0,33.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
173,M-001967,M037,2022-01-12,AM,Parks,Highbridge Park,5.0,,5.0,33.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
174,M-001980,M037,2022-01-13,AM,Parks,Highbridge Park,4.0,,4.0,33.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
175,M-001943,M037,2022-01-09,AM,Parks,Highbridge Park,1.0,,1.0,33.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
176,M-001950,M037,2022-01-10,AM,Parks,Highbridge Park,2.0,,2.0,33.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
177,M-001959,M037,2022-01-11,AM,Parks,Highbridge Park,3.0,,3.0,33.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
178,M-001926,M037,2022-01-06,AM,Parks,Highbridge Park,4.0,,4.0,33.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
179,M-001902,M037,2022-01-04,AM,Parks,Highbridge Park,2.0,,2.0,33.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
180,M-001911,M037,2022-01-05,AM,Parks,Highbridge Park,3.0,,3.0,33.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
181,M-001890,M037,2022-01-03,AM,Parks,Highbridge Park,1.0,,1.0,33.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
182,M-001882,M037,2022-01-02,AM,Parks,Highbridge Park,3.0,,3.0,33.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
183,M-001873,M037,2022-01-01,AM,Parks,Highbridge Park,10.0,,10.0,33.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
184,M-004587,M037,2022-10-15,AM,Parks,Highbridge Park,18.0,,18.0,33.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
185,M-004578,M037,2022-10-14,AM,Parks,Highbridge Park,25.0,,25.0,33.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
186,M-004375,M037,2022-09-23,AM,Parks,Highbridge Park,11.0,,11.0,33.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
187,M-004366,M037,2022-09-22,AM,Parks,Highbridge Park,9.0,,9.0,33.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
188,M-004357,M037,2022-09-21,AM,Parks,Highbridge Park,8.0,,8.0,33.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
189,M-004349,M037,2022-09-20,AM,Parks,Highbridge Park,3.0,,3.0,33.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
190,M-004393,M037,2022-09-25,AM,Parks,Highbridge Park,25.0,,25.0,33.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
191,M-004459,M037,2022-09-29,AM,Parks,Highbridge Park,19.0,,19.0,33.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
192,M-004384,M037,2022-09-24,AM,Parks,Highbridge Park,7.0,,7.0,33.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
193,M-004332,M037,2022-09-18,AM,Parks,Highbridge Park,3.0,,3.0,33.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
194,M-004341,M037,2022-09-19,AM,Parks,Highbridge Park,1.0,,1.0,33.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
195,M-004320,M037,2022-09-12,AM,Parks,Highbridge Park,40.0,,40.0,33.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
196,M-006223,M037,2023-04-03,AM,Parks,Highbridge Park,12.0,,12.0,33.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
197,M-006234,M037,2023-04-03,AM,Parks,Highbridge Park,5.0,,5.0,33.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
198,M-006235,M037,2023-04-03,AM,Parks,Highbridge Park,5.0,,5.0,33.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
199,M-006263,M037,2023-04-06,AM,Parks,Highbridge Park,13.0,,13.0,33.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
200,M-006272,M037,2023-04-07,AM,Parks,Highbridge Park,16.0,,16.0,33.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
201,M-006164,M037,2023-03-27,AM,Parks,Highbridge Park,5.0,,5.0,33.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
202,M-006173,M037,2023-03-28,AM,Parks,Highbridge Park,3.0,,3.0,33.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
203,M-006196,M037,2023-03-30,AM,Parks,Highbridge Park,8.0,,8.0,33.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
204,M-006184,M037,2023-03-29,AM,Parks,Highbridge Park,7.0,,7.0,33.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
205,M-006146,M037,2023-03-25,AM,Parks,Highbridge Park,13.0,,13.0,33.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
206,M-006155,M037,2023-03-26,AM,Parks,Highbridge Park,9.0,,9.0,33.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
207,M-006137,M037,2023-03-24,AM,Parks,Highbridge Park,15.0,,15.0,33.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
