,response_id,gispropnum,collected_date,time_of_day,group,location,ground_syringes,kiosk_syringes,total_syringes,precinct,borough,district,property_type,kiosk_site,latitude,longitude
23053,C-004052,X010A,2022-05-18,Daily,CP/NYHRE,Walter Gladwin Park,,,,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23054,C-004053,X010A,2022-05-18,Daily,CP/NYHRE,Walter Gladwin Park,,,,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23055,C-004070,X010A,2022-05-16,Daily,CP/NYHRE,Walter Gladwin Park,,,,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23056,C-004071,X010A,2022-05-16,Daily,CP/NYHRE,Walter Gladwin Park,,,,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23057,C-004072,X010A,2022-05-16,Daily,CP/NYHRE,Walter Gladwin Park,,1.0,1.0,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23058,C-004075,X010A,2022-05-13,Daily,CP/NYHRE,Walter Gladwin Park,,,,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23059,C-004076,X010A,2022-05-13,Daily,CP/NYHRE,Walter Gladwin Park,,9.0,9.0,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23060,C-004077,X010A,2022-05-13,Daily,CP/NYHRE,Walter Gladwin Park,,2.0,2.0,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23061,C-004078,X010A,2022-05-13,Daily,CP/NYHRE,Walter Gladwin Park,,8.0,8.0,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23062,C-004014,X010A,2022-06-01,Daily,CP/NYHRE,Walter Gladwin Park,,13.0,13.0,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23063,C-004015,X010A,2022-06-01,Daily,CP/NYHRE,Walter Gladwin Park,,,,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23064,C-004016,X010A,2022-06-01,Daily,CP/NYHRE,Walter Gladwin Park,,8.0,8.0,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23065,C-004017,X010A,2022-06-01,Daily,CP/NYHRE,Walter Gladwin Park,,,,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23066,C-004018,X010A,2022-06-01,Daily,CP/NYHRE,Walter Gladwin Park,,,,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23067,C-004548,X010A,2022-02-02,Daily,CP/NYHRE,Walter Gladwin Park,,,,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23068,C-004549,X010A,2022-02-02,Daily,CP/NYHRE,Walter Gladwin Park,,,,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23069,C-004550,X010A,2022-02-02,Daily,CP/NYHRE,Walter Gladwin Park,,,,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23070,C-004551,X010A,2022-02-02,Daily,CP/NYHRE,Walter Gladwin Park,,,,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23071,C-004624,X010A,2022-01-10,Daily,CP/NYHRE,Walter Gladwin Park,,,,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23072,C-004625,X010A,2022-01-10,Daily,CP/NYHRE,Walter Gladwin Park,,,,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23073,C-004626,X010A,2022-01-10,Daily,CP/NYHRE,Walter Gladwin Park,,,,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23074,C-004627,X010A,2022-01-10,Daily,CP/NYHRE,Walter Gladwin Park,,,,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23075,C-004534,X010A,2022-02-09,Daily,CP/NYHRE,Walter Gladwin Park,,2.0,2.0,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23076,C-004535,X010A,2022-02-09,Daily,CP/NYHRE,Walter Gladwin Park,,,,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23077,C-004536,X010A,2022-02-09,Daily,CP/NYHRE,Walter Gladwin Park,,,,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23078,C-004537,X010A,2022-02-09,Daily,CP/NYHRE,Walter Gladwin Park,,,,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23079,C-004573,X010A,2022-01-25,Daily,CP/NYHRE,Walter Gladwin Park,,,,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23080,C-004574,X010A,2022-01-25,Daily,CP/NYHRE,Walter Gladwin Park,,2.0,2.0,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23081,C-004575,X010A,2022-01-25,Daily,CP/NYHRE,Walter Gladwin Park,,,,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23082,C-004509,X010A,2022-02-16,Daily,CP/NYHRE,Walter Gladwin Park,,,,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23083,C-004510,X010A,2022-02-16,Daily,CP/NYHRE,Walter Gladwin Park,,,,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23084,C-004511,X010A,2022-02-16,Daily,CP/NYHRE,Walter Gladwin Park,,1.0,1.0,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23085,C-004512,X010A,2022-02-16,Daily,CP/NYHRE,Walter Gladwin Park,,2.0,2.0,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23086,C-004384,X010A,2022-03-14,Daily,CP/NYHRE,Walter Gladwin Park,,1.0,1.0,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23087,C-004385,X010A,2022-03-14,Daily,CP/NYHRE,Walter Gladwin Park,,,,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23088,C-004386,X010A,2022-03-14,Daily,CP/NYHRE,Walter Gladwin Park,,1.0,1.0,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23089,C-004387,X010A,2022-03-14,Daily,CP/NYHRE,Walter Gladwin Park,,,,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23090,C-004360,X010A,2022-03-22,Daily,CP/NYHRE,Walter Gladwin Park,,7.0,7.0,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23091,C-004361,X010A,2022-03-22,Daily,CP/NYHRE,Walter Gladwin Park,,,,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23092,C-004362,X010A,2022-03-22,Daily,CP/NYHRE,Walter Gladwin Park,,,,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23093,C-004363,X010A,2022-03-22,Daily,CP/NYHRE,Walter Gladwin Park,,,,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23094,C-004479,X010A,2022-02-23,Daily,CP/NYHRE,Walter Gladwin Park,,,,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23095,C-004480,X010A,2022-02-23,Daily,CP/NYHRE,Walter Gladwin Park,,,,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23096,C-004481,X010A,2022-02-23,Daily,CP/NYHRE,Walter Gladwin Park,,,,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23097,C-004482,X010A,2022-02-23,Daily,CP/NYHRE,Walter Gladwin Park,,,,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23098,C-004451,X010A,2022-03-01,Daily,CP/NYHRE,Walter Gladwin Park,,,,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23099,C-004452,X010A,2022-03-01,Daily,CP/NYHRE,Walter Gladwin Park,,3.0,3.0,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23100,C-004453,X010A,2022-03-01,Daily,CP/NYHRE,Walter Gladwin Park,,,,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23101,C-004454,X010A,2022-03-01,Daily,CP/NYHRE,Walter Gladwin Park,,,,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23102,C-004409,X010A,2022-03-10,Daily,CP/NYHRE,Walter Gladwin Park,,,,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23103,C-004410,X010A,2022-03-10,Daily,CP/NYHRE,Walter Gladwin Park,,,,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23104,C-004411,X010A,2022-03-10,Daily,CP/NYHRE,Walter Gladwin Park,,,,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23105,C-004412,X010A,2022-03-10,Daily,CP/NYHRE,Walter Gladwin Park,,,,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23106,C-004669,X010A,2022-01-04,Daily,CP/NYHRE,Walter Gladwin Park,,3.0,3.0,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23107,C-004670,X010A,2022-01-04,Daily,CP/NYHRE,Walter Gladwin Park,,,,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23108,C-004671,X010A,2022-01-04,Daily,CP/NYHRE,Walter Gladwin Park,,,,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23109,C-004672,X010A,2022-01-04,Daily,CP/NYHRE,Walter Gladwin Park,,,,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23110,C-002473,X010A,2021-07-29,Daily,CP/NYHRE,Walter Gladwin Park,,11.0,11.0,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23111,C-002474,X010A,2021-07-29,Daily,CP/NYHRE,Walter Gladwin Park,,19.0,19.0,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23112,C-002475,X010A,2021-07-29,Daily,CP/NYHRE,Walter Gladwin Park,,12.0,12.0,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23113,C-002476,X010A,2021-07-29,Daily,CP/NYHRE,Walter Gladwin Park,,,,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23114,C-002448,X010A,2021-08-05,Daily,CP/NYHRE,Walter Gladwin Park,,10.0,10.0,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23115,C-002449,X010A,2021-08-05,Daily,CP/NYHRE,Walter Gladwin Park,,,,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23116,C-002450,X010A,2021-08-05,Daily,CP/NYHRE,Walter Gladwin Park,,7.0,7.0,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23117,C-002452,X010A,2021-08-05,Daily,CP/NYHRE,Walter Gladwin Park,,2.0,2.0,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23118,C-002510,X010A,2021-07-22,Daily,CP/NYHRE,Walter Gladwin Park,,3.0,3.0,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23119,C-002511,X010A,2021-07-22,Daily,CP/NYHRE,Walter Gladwin Park,,7.0,7.0,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23120,C-002512,X010A,2021-07-22,Daily,CP/NYHRE,Walter Gladwin Park,,5.0,5.0,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23121,C-002513,X010A,2021-07-22,Daily,CP/NYHRE,Walter Gladwin Park,,,,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23122,C-002520,X010A,2021-07-20,Daily,CP/NYHRE,Walter Gladwin Park,,15.0,15.0,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23123,C-002521,X010A,2021-07-20,Daily,CP/NYHRE,Walter Gladwin Park,,10.0,10.0,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23124,C-002522,X010A,2021-07-20,Daily,CP/NYHRE,Walter Gladwin Park,,,,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23125,C-002557,X010A,2021-07-14,Daily,CP/NYHRE,Walter Gladwin Park,,11.0,11.0,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23126,C-002558,X010A,2021-07-14,Daily,CP/NYHRE,Walter Gladwin Park,,4.0,4.0,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23127,C-002559,X010A,2021-07-14,Daily,CP/NYHRE,Walter Gladwin Park,,,,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23128,C-002560,X010A,2021-07-14,Daily,CP/NYHRE,Walter Gladwin Park,,5.0,5.0,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23129,C-002435,X010A,2021-08-12,Daily,CP/NYHRE,Walter Gladwin Park,,4.0,4.0,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23130,C-002437,X010A,2021-08-12,Daily,CP/NYHRE,Walter Gladwin Park,,17.0,17.0,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23131,C-002438,X010A,2021-08-12,Daily,CP/NYHRE,Walter Gladwin Park,,4.0,4.0,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23132,C-002439,X010A,2021-08-12,Daily,CP/NYHRE,Walter Gladwin Park,,2.0,2.0,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23133,C-002357,X010A,2021-09-14,Daily,CP/NYHRE,Walter Gladwin Park,,30.0,30.0,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23134,C-002358,X010A,2021-09-14,Daily,CP/NYHRE,Walter Gladwin Park,,,,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23135,C-002359,X010A,2021-09-14,Daily,CP/NYHRE,Walter Gladwin Park,,15.0,15.0,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23136,C-002360,X010A,2021-09-14,Daily,CP/NYHRE,Walter Gladwin Park,,30.0,30.0,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23137,C-002361,X010A,2021-09-14,Daily,CP/NYHRE,Walter Gladwin Park,,,,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23138,C-002362,X010A,2021-09-14,Daily,CP/NYHRE,Walter Gladwin Park,,15.0,15.0,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23139,C-002337,X010A,2021-09-16,Daily,CP/NYHRE,Walter Gladwin Park,,,,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23140,C-002338,X010A,2021-09-16,Daily,CP/NYHRE,Walter Gladwin Park,,,,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23141,C-002339,X010A,2021-09-16,Daily,CP/NYHRE,Walter Gladwin Park,,,,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23142,C-002340,X010A,2021-09-16,Daily,CP/NYHRE,Walter Gladwin Park,,5.0,5.0,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23143,C-002341,X010A,2021-09-16,Daily,CP/NYHRE,Walter Gladwin Park,,,,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23144,C-002342,X010A,2021-09-16,Daily,CP/NYHRE,Walter Gladwin Park,,4.0,4.0,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23145,C-002343,X010A,2021-09-16,Daily,CP/NYHRE,Walter Gladwin Park,,,,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23146,C-002344,X010A,2021-09-16,Daily,CP/NYHRE,Walter Gladwin Park,,4.0,4.0,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23147,C-002276,X010A,2021-10-06,Daily,CP/NYHRE,Walter Gladwin Park,,,,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23148,C-002277,X010A,2021-10-06,Daily,CP/NYHRE,Walter Gladwin Park,,1.0,1.0,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23149,C-002278,X010A,2021-10-06,Daily,CP/NYHRE,Walter Gladwin Park,,,,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23150,C-002279,X010A,2021-10-06,Daily,CP/NYHRE,Walter Gladwin Park,,9.0,9.0,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23151,C-002171,X010A,2021-11-02,Daily,CP/NYHRE,Walter Gladwin Park,,,,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23152,C-002172,X010A,2021-11-02,Daily,CP/NYHRE,Walter Gladwin Park,,3.0,3.0,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23153,C-002173,X010A,2021-11-02,Daily,CP/NYHRE,Walter Gladwin Park,,4.0,4.0,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23154,C-002174,X010A,2021-11-02,Daily,CP/NYHRE,Walter Gladwin Park,,30.0,30.0,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23155,C-002255,X010A,2021-10-14,Daily,CP/NYHRE,Walter Gladwin Park,,1.0,1.0,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23156,C-002256,X010A,2021-10-14,Daily,CP/NYHRE,Walter Gladwin Park,,12.0,12.0,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23157,C-002257,X010A,2021-10-14,Daily,CP/NYHRE,Walter Gladwin Park,,3.0,3.0,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23158,C-002258,X010A,2021-10-14,Daily,CP/NYHRE,Walter Gladwin Park,,,,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23159,C-002226,X010A,2021-10-21,Daily,CP/NYHRE,Walter Gladwin Park,,,,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23160,C-002227,X010A,2021-10-21,Daily,CP/NYHRE,Walter Gladwin Park,,,,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23161,C-002228,X010A,2021-10-21,Daily,CP/NYHRE,Walter Gladwin Park,,,,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23162,C-002229,X010A,2021-10-21,Daily,CP/NYHRE,Walter Gladwin Park,,2.0,2.0,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23163,C-002009,X010A,2021-12-08,Daily,CP/NYHRE,Walter Gladwin Park,,,,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23164,C-002010,X010A,2021-12-08,Daily,CP/NYHRE,Walter Gladwin Park,,,,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23165,C-002011,X010A,2021-12-08,Daily,CP/NYHRE,Walter Gladwin Park,,,,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23166,C-002012,X010A,2021-12-08,Daily,CP/NYHRE,Walter Gladwin Park,,,,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23167,C-002054,X010A,2021-11-30,Daily,CP/NYHRE,Walter Gladwin Park,,,,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23168,C-002055,X010A,2021-11-30,Daily,CP/NYHRE,Walter Gladwin Park,,1.0,1.0,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23169,C-002056,X010A,2021-11-30,Daily,CP/NYHRE,Walter Gladwin Park,,3.0,3.0,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23170,C-002057,X010A,2021-11-30,Daily,CP/NYHRE,Walter Gladwin Park,,2.0,2.0,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23171,C-002095,X010A,2021-11-16,Daily,CP/NYHRE,Walter Gladwin Park,,,,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23172,C-002096,X010A,2021-11-16,Daily,CP/NYHRE,Walter Gladwin Park,,4.0,4.0,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23173,C-002097,X010A,2021-11-16,Daily,CP/NYHRE,Walter Gladwin Park,,11.0,11.0,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23174,C-002098,X010A,2021-11-16,Daily,CP/NYHRE,Walter Gladwin Park,,,,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23175,C-002131,X010A,2021-11-09,Daily,CP/NYHRE,Walter Gladwin Park,,,,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23176,C-002132,X010A,2021-11-09,Daily,CP/NYHRE,Walter Gladwin Park,,,,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23177,C-002133,X010A,2021-11-09,Daily,CP/NYHRE,Walter Gladwin Park,,1.0,1.0,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23178,C-002134,X010A,2021-11-09,Daily,CP/NYHRE,Walter Gladwin Park,,25.0,25.0,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23179,C-001336,X010A,2020-05-04,Daily,CP/NYHRE,Walter Gladwin Park,,6.0,6.0,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23180,C-001337,X010A,2020-05-04,Daily,CP/NYHRE,Walter Gladwin Park,,,,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23181,C-001338,X010A,2020-05-04,Daily,CP/NYHRE,Walter Gladwin Park,,1.0,1.0,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23182,C-001282,X010A,2020-05-15,Daily,CP/NYHRE,Walter Gladwin Park,,8.0,8.0,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23183,C-001283,X010A,2020-05-15,Daily,CP/NYHRE,Walter Gladwin Park,,4.0,4.0,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23184,C-001284,X010A,2020-05-15,Daily,CP/NYHRE,Walter Gladwin Park,,17.0,17.0,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23185,C-001330,X010A,2020-05-04,Daily,CP/NYHRE,Walter Gladwin Park,,1.0,1.0,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23186,C-001331,X010A,2020-05-04,Daily,CP/NYHRE,Walter Gladwin Park,,,,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23187,C-001292,X010A,2020-05-11,Daily,CP/NYHRE,Walter Gladwin Park,,,,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23188,C-001293,X010A,2020-05-11,Daily,CP/NYHRE,Walter Gladwin Park,,6.0,6.0,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23189,C-001294,X010A,2020-05-11,Daily,CP/NYHRE,Walter Gladwin Park,,5.0,5.0,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23190,C-001350,X010A,2020-05-01,Daily,CP/NYHRE,Walter Gladwin Park,,30.0,30.0,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23191,C-001351,X010A,2020-05-01,Daily,CP/NYHRE,Walter Gladwin Park,,8.0,8.0,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23192,C-001352,X010A,2020-05-01,Daily,CP/NYHRE,Walter Gladwin Park,,,,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23193,C-001353,X010A,2020-05-01,Daily,CP/NYHRE,Walter Gladwin Park,,,,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23194,C-001354,X010A,2020-05-01,Daily,CP/NYHRE,Walter Gladwin Park,,8.0,8.0,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23195,C-001355,X010A,2020-05-01,Daily,CP/NYHRE,Walter Gladwin Park,,30.0,30.0,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23196,C-001461,X010A,2020-02-26,Daily,CP/NYHRE,Walter Gladwin Park,,18.0,18.0,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23197,C-001462,X010A,2020-02-26,Daily,CP/NYHRE,Walter Gladwin Park,,4.0,4.0,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23198,C-001463,X010A,2020-02-26,Daily,CP/NYHRE,Walter Gladwin Park,,50.0,50.0,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23199,C-001464,X010A,2020-02-26,Daily,CP/NYHRE,Walter Gladwin Park,,1.0,1.0,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23200,C-001465,X010A,2020-02-26,Daily,CP/NYHRE,Walter Gladwin Park,,11.0,11.0,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23201,C-001466,X010A,2020-02-26,Daily,CP/NYHRE,Walter Gladwin Park,,4.0,4.0,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23202,C-001467,X010A,2020-02-26,Daily,CP/NYHRE,Walter Gladwin Park,,18.0,18.0,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23203,C-001468,X010A,2020-02-26,Daily,CP/NYHRE,Walter Gladwin Park,,11.0,11.0,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23204,C-001469,X010A,2020-02-26,Daily,CP/NYHRE,Walter Gladwin Park,,50.0,50.0,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23205,C-001470,X010A,2020-02-26,Daily,CP/NYHRE,Walter Gladwin Park,,1.0,1.0,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23206,C-001342,X010A,2020-05-04,Daily,CP/NYHRE,Walter Gladwin Park,,6.0,6.0,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23207,C-001417,X010A,2020-03-11,Daily,CP/NYHRE,Walter Gladwin Park,,7.0,7.0,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23208,C-001418,X010A,2020-03-11,Daily,CP/NYHRE,Walter Gladwin Park,,2.0,2.0,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23209,C-001419,X010A,2020-03-11,Daily,CP/NYHRE,Walter Gladwin Park,,37.0,37.0,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23210,C-001420,X010A,2020-03-11,Daily,CP/NYHRE,Walter Gladwin Park,,19.0,19.0,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23211,C-001421,X010A,2020-03-11,Daily,CP/NYHRE,Walter Gladwin Park,,3.0,3.0,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23212,C-001396,X010A,2020-03-11,Daily,CP/NYHRE,Walter Gladwin Park,,3.0,3.0,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23213,C-001397,X010A,2020-03-11,Daily,CP/NYHRE,Walter Gladwin Park,,19.0,19.0,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23214,C-001398,X010A,2020-03-11,Daily,CP/NYHRE,Walter Gladwin Park,,37.0,37.0,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
23215,C-001399,X010A,2020-03-11,Daily,CP/NYHRE,Walter Gladwin Park,,2.0,2.0,48.0,Bronx,X-06,PARK,True,40.845271625950524,-73.89524472381602
